Date & Time,Humidity,Temperature,Fahrenheit
[2022-11-18 15:05:05.420] ,73.5,10.8,51.44
[2022-11-18 15:05:06.419] ,73.5,10.8,51.44
[2022-11-18 15:05:07.431] ,73.5,10.8,51.44
[2022-11-18 15:05:08.430] ,73.5,10.8,51.44
[2022-11-18 15:05:09.437] ,73.6,10.8,51.44
[2022-11-18 15:05:10.442] ,73.6,10.8,51.44
[2022-11-18 15:05:11.449] ,73.5,10.8,51.44
[2022-11-18 15:05:12.453] ,73.5,10.8,51.44
[2022-11-18 15:05:13.460] ,73.6,10.8,51.44
[2022-11-18 15:05:14.463] ,73.6,10.8,51.44
[2022-11-18 15:05:15.471] ,73.7,10.8,51.44
[2022-11-18 15:05:16.475] ,73.7,10.8,51.44
[2022-11-18 15:05:17.482] ,73.8,10.7,51.26
[2022-11-18 15:05:18.481] ,73.8,10.7,51.26
[2022-11-18 15:05:19.493] ,73.8,10.7,51.26
[2022-11-18 15:05:20.493] ,73.8,10.7,51.26
[2022-11-18 15:05:21.496] ,73.9,10.7,51.26
[2022-11-18 15:05:22.503] ,73.9,10.7,51.26
[2022-11-18 15:05:23.511] ,74.1,10.8,51.44
[2022-11-18 15:05:24.514] ,74.1,10.8,51.44
[2022-11-18 15:05:25.522] ,73.9,10.7,51.26
[2022-11-18 15:05:26.526] ,73.9,10.7,51.26
[2022-11-18 15:05:27.533] ,73.7,10.7,51.26
[2022-11-18 15:05:28.536] ,73.7,10.7,51.26
[2022-11-18 15:05:29.544] ,73.8,10.7,51.26
[2022-11-18 15:05:30.544] ,73.8,10.7,51.26
[2022-11-18 15:05:31.555] ,73.9,10.7,51.26
[2022-11-18 15:05:32.554] ,73.9,10.7,51.26
[2022-11-18 15:05:33.562] ,74,10.7,51.26
[2022-11-18 15:05:34.565] ,74,10.7,51.26
[2022-11-18 15:05:35.573] ,74.1,10.7,51.26
[2022-11-18 15:05:36.576] ,74.1,10.7,51.26
[2022-11-18 15:05:37.583] ,74,10.7,51.26
[2022-11-18 15:05:38.587] ,74,10.7,51.26
[2022-11-18 15:05:39.595] ,74.1,10.7,51.26
[2022-11-18 15:05:40.599] ,74.1,10.7,51.26
[2022-11-18 15:05:41.606] ,74.1,10.7,51.26
[2022-11-18 15:05:42.606] ,74.1,10.7,51.26
[2022-11-18 15:05:43.617] ,74.1,10.7,51.26
[2022-11-18 15:05:44.616] ,74.1,10.7,51.26
[2022-11-18 15:05:45.624] ,74,10.7,51.26
[2022-11-18 15:05:46.627] ,74,10.7,51.26
[2022-11-18 15:05:47.635] ,74.2,10.7,51.26
[2022-11-18 15:05:48.639] ,74.2,10.7,51.26
[2022-11-18 15:05:49.646] ,74.2,10.7,51.26
[2022-11-18 15:05:50.650] ,74.2,10.7,51.26
[2022-11-18 15:05:51.657] ,74.3,10.7,51.26
[2022-11-18 15:05:52.660] ,74.3,10.7,51.26
[2022-11-18 15:05:53.668] ,74.2,10.7,51.26
[2022-11-18 15:05:54.672] ,74.2,10.7,51.26
[2022-11-18 15:05:55.679] ,74.2,10.7,51.26
[2022-11-18 15:05:56.678] ,74.2,10.7,51.26
[2022-11-18 15:05:57.691] ,74.1,10.7,51.26
[2022-11-18 15:05:58.689] ,74.1,10.7,51.26
[2022-11-18 15:05:59.696] ,74,10.7,51.26
[2022-11-18 15:06:00.695] ,74,10.7,51.26
[2022-11-18 15:06:01.710] ,74.2,10.7,51.26
[2022-11-18 15:06:02.711] ,74.2,10.7,51.26
[2022-11-18 15:06:03.719] ,74.5,10.7,51.26
[2022-11-18 15:06:04.723] ,74.5,10.7,51.26
[2022-11-18 15:06:05.730] ,74.7,10.7,51.26
[2022-11-18 15:06:06.734] ,74.7,10.7,51.26
[2022-11-18 15:06:07.741] ,74.9,10.7,51.26
[2022-11-18 15:06:08.740] ,74.9,10.7,51.26
[2022-11-18 15:06:09.752] ,75,10.7,51.26
[2022-11-18 15:06:10.752] ,75,10.7,51.26
[2022-11-18 15:06:11.763] ,75.1,10.7,51.26
[2022-11-18 15:06:12.925] ,75.1,10.7,51.26
[2022-11-18 15:06:13.769] ,75.1,10.7,51.26
[2022-11-18 15:06:14.773] ,75.1,10.7,51.26
[2022-11-18 15:06:15.781] ,75.2,10.7,51.26
[2022-11-18 15:06:16.784] ,75.2,10.7,51.26
[2022-11-18 15:06:17.792] ,75,10.7,51.26
[2022-11-18 15:06:18.796] ,75,10.7,51.26
[2022-11-18 15:06:19.802] ,74.8,10.7,51.26
[2022-11-18 15:06:20.806] ,74.8,10.7,51.26
[2022-11-18 15:06:21.814] ,75,10.7,51.26
[2022-11-18 15:06:22.813] ,75,10.7,51.26
[2022-11-18 15:06:23.825] ,75.4,10.7,51.26
[2022-11-18 15:06:24.824] ,75.4,10.7,51.26
[2022-11-18 15:06:25.836] ,75.8,10.7,51.26
[2022-11-18 15:06:26.835] ,75.8,10.7,51.26
[2022-11-18 15:06:27.843] ,75.9,10.7,51.26
[2022-11-18 15:06:28.847] ,75.9,10.7,51.26
[2022-11-18 15:06:29.854] ,75.9,10.7,51.26
[2022-11-18 15:06:30.857] ,75.9,10.7,51.26
[2022-11-18 15:06:31.864] ,76,10.7,51.26
[2022-11-18 15:06:32.868] ,76,10.7,51.26
[2022-11-18 15:06:33.876] ,76.2,10.7,51.26
[2022-11-18 15:06:34.880] ,76.2,10.7,51.26
[2022-11-18 15:06:35.887] ,76.1,10.7,51.26
[2022-11-18 15:06:36.891] ,76.1,10.7,51.26
[2022-11-18 15:06:37.898] ,75.8,10.7,51.26
[2022-11-18 15:06:38.897] ,75.8,10.7,51.26
[2022-11-18 15:06:39.909] ,75.6,10.7,51.26
[2022-11-18 15:06:40.908] ,75.6,10.7,51.26
[2022-11-18 15:06:41.915] ,75.4,10.8,51.44
[2022-11-18 15:06:42.919] ,75.4,10.8,51.44
[2022-11-18 15:06:43.926] ,75.2,10.8,51.44
[2022-11-18 15:06:44.931] ,75.2,10.8,51.44
[2022-11-18 15:06:45.939] ,75.2,10.8,51.44
[2022-11-18 15:06:46.942] ,75.2,10.8,51.44
[2022-11-18 15:06:47.949] ,75,10.8,51.44
[2022-11-18 15:06:48.952] ,75,10.8,51.44
[2022-11-18 15:06:49.960] ,74.6,10.8,51.44
[2022-11-18 15:06:50.959] ,74.6,10.8,51.44
[2022-11-18 15:06:51.971] ,74.3,10.8,51.44
[2022-11-18 15:06:52.970] ,74.3,10.8,51.44
[2022-11-18 15:06:53.978] ,74.1,10.8,51.44
[2022-11-18 15:06:54.981] ,74.1,10.8,51.44
[2022-11-18 15:06:55.988] ,74,10.8,51.44
[2022-11-18 15:06:56.992] ,74,10.8,51.44
[2022-11-18 15:06:58.000] ,73.8,10.8,51.44
[2022-11-18 15:06:59.003] ,73.8,10.8,51.44
[2022-11-18 15:07:00.011] ,73.6,10.8,51.44
[2022-11-18 15:07:01.015] ,73.6,10.8,51.44
[2022-11-18 15:07:02.022] ,73.5,10.8,51.44
[2022-11-18 15:07:03.022] ,73.5,10.8,51.44
[2022-11-18 15:07:04.033] ,73.7,10.8,51.44
[2022-11-18 15:07:05.033] ,73.7,10.8,51.44
[2022-11-18 15:07:06.039] ,73.9,10.8,51.44
[2022-11-18 15:07:07.043] ,73.9,10.8,51.44
[2022-11-18 15:07:08.050] ,74.1,10.8,51.44
[2022-11-18 15:07:09.054] ,74.1,10.8,51.44
[2022-11-18 15:07:10.062] ,74.3,10.8,51.44
[2022-11-18 15:07:11.065] ,74.3,10.8,51.44
[2022-11-18 15:07:12.073] ,74.5,10.8,51.44
[2022-11-18 15:07:13.076] ,74.5,10.8,51.44
[2022-11-18 15:07:14.083] ,74.7,10.8,51.44
[2022-11-18 15:07:15.083] ,74.7,10.8,51.44
[2022-11-18 15:07:16.094] ,74.8,10.8,51.44
[2022-11-18 15:07:17.094] ,74.8,10.8,51.44
[2022-11-18 15:07:18.101] ,74.8,10.8,51.44
[2022-11-18 15:07:19.105] ,74.8,10.8,51.44
[2022-11-18 15:07:20.113] ,74.7,10.8,51.44
[2022-11-18 15:07:21.116] ,74.7,10.8,51.44
[2022-11-18 15:07:22.123] ,74.7,10.8,51.44
[2022-11-18 15:07:23.127] ,74.7,10.8,51.44
[2022-11-18 15:07:24.135] ,74.6,10.8,51.44
[2022-11-18 15:07:25.138] ,74.6,10.8,51.44
[2022-11-18 15:07:26.146] ,74.7,10.8,51.44
[2022-11-18 15:07:27.146] ,74.7,10.8,51.44
[2022-11-18 15:07:28.157] ,74.8,10.8,51.44
[2022-11-18 15:07:29.156] ,74.8,10.8,51.44
[2022-11-18 15:07:30.168] ,75,10.8,51.44
[2022-11-18 15:07:31.168] ,75,10.8,51.44
[2022-11-18 15:07:32.175] ,75.1,10.8,51.44
[2022-11-18 15:07:33.178] ,75.1,10.8,51.44
[2022-11-18 15:07:34.186] ,75.3,10.8,51.44
[2022-11-18 15:07:35.189] ,75.3,10.8,51.44
[2022-11-18 15:07:36.197] ,75.3,10.8,51.44
[2022-11-18 15:07:37.201] ,75.3,10.8,51.44
[2022-11-18 15:07:38.207] ,75.3,10.8,51.44
[2022-11-18 15:07:39.211] ,75.3,10.8,51.44
[2022-11-18 15:07:40.219] ,75.4,10.8,51.44
[2022-11-18 15:07:41.218] ,75.4,10.8,51.44
[2022-11-18 15:07:42.230] ,75.5,10.8,51.44
[2022-11-18 15:07:43.229] ,75.5,10.8,51.44
[2022-11-18 15:07:44.236] ,75.5,10.8,51.44
[2022-11-18 15:07:45.240] ,75.5,10.8,51.44
[2022-11-18 15:07:46.248] ,75.4,10.8,51.44
[2022-11-18 15:07:47.251] ,75.4,10.8,51.44
[2022-11-18 15:07:48.259] ,75.4,10.8,51.44
[2022-11-18 15:07:49.262] ,75.4,10.8,51.44
[2022-11-18 15:07:50.270] ,75.6,10.8,51.44
[2022-11-18 15:07:51.269] ,75.6,10.8,51.44
[2022-11-18 15:07:52.280] ,75.7,10.8,51.44
[2022-11-18 15:07:53.280] ,75.7,10.8,51.44
[2022-11-18 15:07:54.292] ,75.5,10.8,51.44
[2022-11-18 15:07:55.292] ,75.5,10.8,51.44
[2022-11-18 15:07:56.298] ,75.4,10.8,51.44
[2022-11-18 15:07:57.303] ,75.4,10.8,51.44
[2022-11-18 15:07:58.310] ,75.3,10.8,51.44
[2022-11-18 15:07:59.313] ,75.3,10.8,51.44
[2022-11-21 08:54:00.233] ,54.6,9.2,48.56
[2022-11-21 08:54:01.243] ,54.8,9,48.2
[2022-11-21 08:54:02.251] ,54.8,9,48.2
[2022-11-21 08:54:03.262] ,55.1,9,48.2
[2022-11-21 08:54:04.271] ,55.1,9,48.2
[2022-11-21 08:54:05.281] ,55.4,8.8,47.84
[2022-11-21 08:54:06.288] ,55.4,8.8,47.84
[2022-11-21 08:54:07.299] ,55.5,8.8,47.84
[2022-11-21 08:54:08.302] ,55.5,8.8,47.84
[2022-11-21 08:54:09.319] ,55.7,8.6,47.48
[2022-11-21 08:54:10.320] ,55.7,8.6,47.48
[2022-11-21 08:54:11.332] ,56,8.6,47.48
[2022-11-21 08:54:12.340] ,56,8.6,47.48
[2022-11-21 08:54:13.351] ,56.2,8.5,47.3
[2022-11-21 08:54:14.357] ,56.2,8.5,47.3
[2022-11-21 08:54:15.369] ,56.5,8.4,47.12
[2022-11-21 08:54:16.372] ,56.5,8.4,47.12
[2022-11-21 08:54:17.387] ,56.8,8.3,46.94
[2022-11-21 08:54:18.392] ,56.8,8.3,46.94
[2022-11-21 08:54:19.401] ,57,8.2,46.76
[2022-11-21 08:54:20.409] ,57,8.2,46.76
[2022-11-21 08:54:21.420] ,57.3,8,46.4
[2022-11-21 08:54:22.427] ,57.3,8,46.4
[2022-11-21 08:54:23.440] ,57.7,8,46.4
[2022-11-21 08:54:24.445] ,57.7,8,46.4
[2022-11-21 08:54:25.452] ,58,7.8,46.04
[2022-11-21 08:54:26.454] ,58,7.8,46.04
[2022-11-21 08:54:27.475] ,58.3,7.7,45.86
[2022-11-21 08:54:28.478] ,58.3,7.7,45.86
[2022-11-21 08:54:29.489] ,58.7,7.6,45.68
[2022-11-21 08:54:30.497] ,58.7,7.6,45.68
[2022-11-21 08:54:31.509] ,59,7.5,45.5
[2022-11-21 08:54:32.510] ,59,7.5,45.5
[2022-11-21 08:54:33.527] ,59.3,7.4,45.32
[2022-11-21 08:54:34.533] ,59.3,7.4,45.32
[2022-11-21 08:54:35.545] ,59.7,7.2,44.96
[2022-11-21 08:54:36.544] ,59.7,7.2,44.96
[2022-11-21 08:54:37.555] ,60,7.2,44.96
[2022-11-21 08:54:38.552] ,60,7.2,44.96
[2022-11-21 08:54:39.562] ,60.3,7,44.6
[2022-11-21 08:54:40.563] ,60.3,7,44.6
[2022-11-21 08:54:41.573] ,60.6,7,44.6
[2022-11-21 08:54:42.577] ,60.6,7,44.6
[2022-11-21 08:54:43.585] ,60.9,6.9,44.42
[2022-11-21 08:54:44.588] ,60.9,6.9,44.42
[2022-11-21 08:54:45.595] ,61.2,6.8,44.24
[2022-11-21 08:54:46.591] ,61.2,6.8,44.24
[2022-11-21 08:54:47.603] ,61.5,6.7,44.06
[2022-11-21 08:54:48.606] ,61.5,6.7,44.06
[2022-11-21 08:54:49.614] ,61.7,6.7,44.06
[2022-11-21 08:54:50.617] ,61.7,6.7,44.06
[2022-11-21 08:54:51.625] ,62.1,6.6,43.88
[2022-11-21 08:54:52.622] ,62.1,6.6,43.88
[2022-11-21 08:54:53.636] ,62.5,6.5,43.7
[2022-11-21 08:54:54.634] ,62.5,6.5,43.7
[2022-11-21 08:54:55.646] ,62.6,6.4,43.52
[2022-11-21 08:54:56.647] ,62.6,6.4,43.52
[2022-11-21 08:54:57.651] ,62.9,6.4,43.52
[2022-11-21 08:54:58.657] ,62.9,6.4,43.52
[2022-11-21 08:54:59.665] ,63.1,6.3,43.34
[2022-11-21 08:55:00.668] ,63.1,6.3,43.34
[2022-11-21 08:55:01.675] ,63.3,6.3,43.34
[2022-11-21 08:55:02.679] ,63.3,6.3,43.34
[2022-11-21 08:55:03.686] ,63.5,6.2,43.16
[2022-11-21 08:55:04.686] ,63.5,6.2,43.16
[2022-11-21 08:55:05.698] ,63.7,6.2,43.16
[2022-11-21 08:55:06.696] ,63.7,6.2,43.16
[2022-11-21 08:55:07.709] ,63.9,6.1,42.98
[2022-11-21 08:55:08.708] ,63.9,6.1,42.98
[2022-11-21 08:55:09.710] ,64.1,6.1,42.98
[2022-11-21 08:55:10.719] ,64.1,6.1,42.98
[2022-11-21 08:55:11.726] ,64.3,6,42.8
[2022-11-21 08:55:12.724] ,64.3,6,42.8
[2022-11-21 08:55:13.738] ,64.4,6,42.8
[2022-11-21 08:55:14.741] ,64.4,6,42.8
[2022-11-21 08:55:15.749] ,64.6,5.9,42.62
[2022-11-21 08:55:16.748] ,64.6,5.9,42.62
[2022-11-21 08:55:17.760] ,64.7,5.9,42.62
[2022-11-21 08:55:18.759] ,64.7,5.9,42.62
[2022-11-21 08:55:19.766] ,64.8,5.9,42.62
[2022-11-21 08:55:20.767] ,64.8,5.9,42.62
[2022-11-21 08:55:21.777] ,65,5.8,42.44
[2022-11-21 08:55:22.780] ,65,5.8,42.44
[2022-11-21 08:55:23.789] ,65.1,5.8,42.44
[2022-11-21 08:55:24.792] ,65.1,5.8,42.44
[2022-11-21 08:55:25.799] ,65.1,5.7,42.26
[2022-11-21 08:55:26.800] ,65.1,5.7,42.26
[2022-11-21 08:55:27.810] ,65.3,5.7,42.26
[2022-11-21 08:55:28.810] ,65.3,5.7,42.26
[2022-11-21 08:55:29.814] ,65.4,5.7,42.26
[2022-11-21 08:55:30.821] ,65.4,5.7,42.26
[2022-11-21 08:55:31.829] ,65.5,5.6,42.08
[2022-11-21 08:55:32.832] ,65.5,5.6,42.08
[2022-11-21 08:55:33.839] ,65.6,5.6,42.08
[2022-11-21 08:55:34.843] ,65.6,5.6,42.08
[2022-11-21 08:55:35.850] ,65.8,5.5,41.9
[2022-11-21 08:55:36.850] ,65.8,5.5,41.9
[2022-11-21 08:55:37.862] ,66.1,5.5,41.9
[2022-11-21 08:55:38.861] ,66.1,5.5,41.9
[2022-11-21 08:55:39.869] ,66.5,5.5,41.9
[2022-11-21 08:55:40.873] ,66.5,5.5,41.9
[2022-11-21 08:55:41.880] ,66.7,5.4,41.72
[2022-11-21 08:55:42.882] ,66.7,5.4,41.72
[2022-11-21 08:55:43.890] ,66.9,5.3,41.54
[2022-11-21 08:55:44.894] ,66.9,5.3,41.54
[2022-11-21 08:55:45.897] ,67.1,5.3,41.54
[2022-11-21 08:55:46.900] ,67.1,5.3,41.54
[2022-11-21 08:55:47.913] ,67.2,5.3,41.54
[2022-11-21 08:55:48.912] ,67.2,5.3,41.54
[2022-11-21 08:55:49.919] ,67.3,5.3,41.54
[2022-11-21 08:55:50.917] ,67.3,5.3,41.54
[2022-11-21 08:55:51.931] ,67.4,5.2,41.36
[2022-11-21 08:55:52.933] ,67.4,5.2,41.36
[2022-11-21 08:55:53.942] ,67.5,5.2,41.36
[2022-11-21 08:55:54.945] ,67.5,5.2,41.36
[2022-11-21 08:55:55.948] ,67.7,5.1,41.18
[2022-11-21 08:55:56.947] ,67.7,5.1,41.18
[2022-11-21 08:55:57.962] ,67.7,5.1,41.18
[2022-11-21 08:55:58.963] ,67.7,5.1,41.18
[2022-11-21 08:55:59.971] ,67.8,5.1,41.18
[2022-11-21 08:56:00.974] ,67.8,5.1,41.18
[2022-11-21 08:56:01.981] ,67.9,5,41
[2022-11-21 08:56:02.985] ,67.9,5,41
[2022-11-21 08:56:03.992] ,68.1,5,41
[2022-11-21 08:56:04.990] ,68.1,5,41
[2022-11-21 08:56:06.003] ,68.3,5,41
[2022-11-21 08:56:07.004] ,68.3,5,41
[2022-11-21 08:56:08.014] ,68.5,5,41
[2022-11-21 08:56:09.013] ,68.5,5,41
[2022-11-21 08:56:10.017] ,68.7,5,41
[2022-11-21 08:56:11.025] ,68.7,5,41
[2022-11-21 08:56:12.032] ,69,4.9,40.82
[2022-11-21 08:56:13.036] ,69,4.9,40.82
[2022-11-21 08:56:14.043] ,69.2,4.9,40.82
[2022-11-21 08:56:15.047] ,69.2,4.9,40.82
[2022-11-21 08:56:16.055] ,69.3,4.8,40.64
[2022-11-21 08:56:17.057] ,69.3,4.8,40.64
[2022-11-21 08:56:18.065] ,69.4,4.7,40.46
[2022-11-21 08:56:19.062] ,69.4,4.7,40.46
[2022-11-21 08:56:20.076] ,69.6,4.7,40.46
[2022-11-21 08:56:21.076] ,69.6,4.7,40.46
[2022-11-21 08:56:22.082] ,69.9,4.6,40.28
[2022-11-21 08:56:23.083] ,69.9,4.6,40.28
[2022-11-21 08:56:24.094] ,70.1,4.6,40.28
[2022-11-21 08:56:25.092] ,70.1,4.6,40.28
[2022-11-21 08:56:26.105] ,70.3,4.5,40.1
[2022-11-21 08:56:27.108] ,70.3,4.5,40.1
[2022-11-21 08:56:28.112] ,70.4,4.5,40.1
[2022-11-21 08:56:29.120] ,70.4,4.5,40.1
[2022-11-21 08:56:30.127] ,70.7,4.5,40.1
[2022-11-21 08:56:31.127] ,70.7,4.5,40.1
[2022-11-21 08:56:32.134] ,71,4.4,39.92
[2022-11-21 08:56:33.137] ,71,4.4,39.92
[2022-11-21 08:56:34.145] ,71.2,4.4,39.92
[2022-11-21 08:56:35.149] ,71.2,4.4,39.92
[2022-11-21 08:56:36.156] ,71.6,4.4,39.92
[2022-11-21 08:56:37.160] ,71.6,4.4,39.92
[2022-11-21 08:56:38.168] ,72,4.3,39.74
[2022-11-21 08:56:39.170] ,72,4.3,39.74
[2022-11-21 08:56:40.178] ,72.4,4.3,39.74
[2022-11-21 08:56:41.178] ,72.4,4.3,39.74
[2022-11-21 08:56:42.184] ,72.7,4.3,39.74
[2022-11-21 08:56:43.188] ,72.7,4.3,39.74
[2022-11-21 08:56:44.196] ,73,4.3,39.74
[2022-11-21 08:56:45.199] ,73,4.3,39.74
[2022-11-21 08:56:46.207] ,73.1,4.2,39.56
[2022-11-21 08:56:47.210] ,73.1,4.2,39.56
[2022-11-21 08:56:48.218] ,73.2,4.2,39.56
[2022-11-21 08:56:49.218] ,73.2,4.2,39.56
[2022-11-21 08:56:50.229] ,73.2,4.2,39.56
[2022-11-21 08:56:51.229] ,73.2,4.2,39.56
[2022-11-21 08:56:52.235] ,73.2,4.2,39.56
[2022-11-21 08:56:53.239] ,73.2,4.2,39.56
[2022-11-21 08:56:54.247] ,73.1,4.2,39.56
[2022-11-21 08:56:55.251] ,73.1,4.2,39.56
[2022-11-21 08:56:56.258] ,73.2,4.1,39.38
[2022-11-21 08:56:57.257] ,73.2,4.1,39.38
[2022-11-21 08:56:58.269] ,73.2,4.1,39.38
[2022-11-21 08:56:59.268] ,73.2,4.1,39.38
[2022-11-21 08:57:00.276] ,73.3,4.1,39.38
[2022-11-21 08:57:01.275] ,73.3,4.1,39.38
[2022-11-21 08:57:02.287] ,73.5,4.1,39.38
[2022-11-21 08:57:03.290] ,73.5,4.1,39.38
[2022-11-21 08:57:04.298] ,73.7,4.1,39.38
[2022-11-21 08:57:05.299] ,73.7,4.1,39.38
[2022-11-21 08:57:06.309] ,73.8,4.1,39.38
[2022-11-21 08:57:07.309] ,73.8,4.1,39.38
[2022-11-21 08:57:08.320] ,73.8,4.1,39.38
[2022-11-21 08:57:09.314] ,73.8,4.1,39.38
[2022-11-21 08:57:10.327] ,73.8,4.1,39.38
[2022-11-21 08:57:11.330] ,73.8,4.1,39.38
[2022-11-21 08:57:12.338] ,73.8,4,39.2
[2022-11-21 08:57:13.343] ,73.8,4,39.2
[2022-11-21 08:57:14.349] ,73.8,4,39.2
[2022-11-21 08:57:15.348] ,73.8,4,39.2
[2022-11-21 08:57:16.360] ,73.7,4,39.2
[2022-11-21 08:57:17.359] ,73.7,4,39.2
[2022-11-21 08:57:18.367] ,73.7,4,39.2
[2022-11-21 08:57:19.369] ,73.7,4,39.2
[2022-11-21 08:57:20.378] ,73.7,4,39.2
[2022-11-21 08:57:21.381] ,73.7,4,39.2
[2022-11-21 08:57:22.389] ,73.8,4,39.2
[2022-11-21 08:57:23.389] ,73.8,4,39.2
[2022-11-21 08:57:24.398] ,73.8,4,39.2
[2022-11-21 08:57:25.399] ,73.8,4,39.2
[2022-11-21 08:57:26.407] ,73.8,4,39.2
[2022-11-21 08:57:27.411] ,73.8,4,39.2
[2022-11-21 08:57:28.419] ,73.9,4,39.2
[2022-11-21 08:57:29.422] ,73.9,4,39.2
[2022-11-21 08:57:30.429] ,73.9,4,39.2
[2022-11-21 08:57:31.432] ,73.9,4,39.2
[2022-11-21 08:57:32.440] ,74,4,39.2
[2022-11-21 08:57:33.434] ,74,4,39.2
[2022-11-21 08:57:34.447] ,74.1,3.9,39.02
[2022-11-21 08:57:35.450] ,74.1,3.9,39.02
[2022-11-21 08:57:36.457] ,74,3.9,39.02
[2022-11-21 08:57:37.463] ,74,3.9,39.02
[2022-11-21 08:57:38.470] ,74.1,3.9,39.02
[2022-11-21 08:57:39.472] ,74.1,3.9,39.02
[2022-11-21 08:57:40.477] ,74.1,3.9,39.02
[2022-11-21 08:57:41.478] ,74.1,3.9,39.02
[2022-11-21 08:57:42.491] ,74.2,3.9,39.02
[2022-11-21 08:57:43.490] ,74.2,3.9,39.02
[2022-11-21 08:57:44.491] ,74.2,3.9,39.02
[2022-11-21 08:57:45.498] ,74.2,3.9,39.02
[2022-11-21 08:57:46.509] ,74.1,3.9,39.02
[2022-11-21 08:57:47.512] ,74.1,3.9,39.02
[2022-11-21 08:57:48.520] ,74.2,3.9,39.02
[2022-11-21 08:57:49.523] ,74.2,3.9,39.02
[2022-11-21 08:57:50.531] ,74.2,3.9,39.02
[2022-11-21 08:57:51.529] ,74.2,3.9,39.02
[2022-11-21 08:57:52.538] ,74.3,3.8,38.84
[2022-11-21 08:57:53.538] ,74.3,3.8,38.84
[2022-11-21 08:57:54.549] ,74.5,3.9,39.02
[2022-11-21 08:57:55.549] ,74.5,3.9,39.02
[2022-11-21 08:57:56.560] ,74.6,3.8,38.84
[2022-11-21 08:57:57.563] ,74.6,3.8,38.84
[2022-11-21 08:57:58.569] ,74.6,3.7,38.66
[2022-11-21 08:57:59.574] ,74.6,3.7,38.66
[2022-11-21 08:58:00.578] ,74.7,3.7,38.66
[2022-11-21 08:58:01.594] ,74.7,3.7,38.66
[2022-11-21 08:58:02.590] ,74.8,3.6,38.48
[2022-11-21 08:58:03.593] ,74.8,3.6,38.48
[2022-11-21 08:58:04.600] ,74.9,3.7,38.66
[2022-11-21 08:58:05.603] ,74.9,3.7,38.66
[2022-11-21 08:58:06.612] ,75,3.6,38.48
[2022-11-21 08:58:07.614] ,75,3.6,38.48
[2022-11-21 08:58:08.622] ,75,3.6,38.48
[2022-11-21 08:58:09.622] ,75,3.6,38.48
[2022-11-21 08:58:10.633] ,75,3.6,38.48
[2022-11-21 08:58:11.632] ,75,3.6,38.48
[2022-11-21 08:58:12.640] ,75.2,3.6,38.48
[2022-11-21 08:58:13.643] ,75.2,3.6,38.48
[2022-11-21 08:58:16.764] ,75.2,3.6,38.48
[2022-11-21 08:58:16.768] ,75.2,3.6,38.48
[2022-11-21 08:58:16.768] ,75.2,3.5,38.3
[2022-11-21 08:58:17.662] ,75.2,3.5,38.3
[2022-11-21 08:58:18.673] ,75.3,3.5,38.3
[2022-11-21 08:58:19.672] ,75.3,3.5,38.3
[2022-11-21 08:58:20.678] ,75.4,3.5,38.3
[2022-11-21 08:58:21.677] ,75.4,3.5,38.3
[2022-11-21 08:58:22.692] ,75.4,3.5,38.3
[2022-11-21 08:58:23.695] ,75.4,3.5,38.3
[2022-11-21 08:58:24.702] ,75.5,3.5,38.3
[2022-11-21 08:58:25.705] ,75.5,3.5,38.3
[2022-11-21 08:58:26.713] ,75.6,3.5,38.3
[2022-11-21 08:58:27.711] ,75.6,3.5,38.3
[2022-11-21 08:58:28.720] ,75.6,3.5,38.3
[2022-11-21 08:58:29.723] ,75.6,3.5,38.3
[2022-11-21 08:58:30.731] ,75.7,3.5,38.3
[2022-11-21 08:58:31.733] ,75.7,3.5,38.3
[2022-11-21 08:58:32.736] ,75.7,3.4,38.12
[2022-11-21 08:58:33.746] ,75.7,3.4,38.12
[2022-11-21 08:58:34.752] ,75.8,3.4,38.12
[2022-11-21 08:58:35.754] ,75.8,3.4,38.12
[2022-11-21 08:58:36.764] ,75.9,3.3,37.94
[2022-11-21 08:58:37.763] ,75.9,3.3,37.94
[2022-11-21 08:58:38.771] ,76,3.3,37.94
[2022-11-21 08:58:39.774] ,76,3.3,37.94
[2022-11-21 08:58:40.782] ,76.2,3.3,37.94
[2022-11-21 08:58:41.786] ,76.2,3.3,37.94
[2022-11-21 08:58:42.793] ,76.4,3.3,37.94
[2022-11-21 08:58:43.796] ,76.4,3.3,37.94
[2022-11-21 08:58:44.803] ,76.6,3.3,37.94
[2022-11-21 08:58:45.804] ,76.6,3.3,37.94
[2022-11-21 08:58:46.824] ,76.7,3.3,37.94
[2022-11-21 08:58:47.814] ,76.7,3.3,37.94
[2022-11-21 08:58:48.822] ,76.9,3.3,37.94
[2022-11-21 08:58:49.825] ,76.9,3.3,37.94
[2022-11-21 08:58:50.832] ,77.1,3.3,37.94
[2022-11-21 08:58:51.836] ,77.1,3.3,37.94
[2022-11-21 08:58:52.844] ,77.3,3.3,37.94
[2022-11-21 08:58:53.843] ,77.3,3.3,37.94
[2022-11-21 08:58:54.854] ,77.5,3.3,37.94
[2022-11-21 08:58:55.854] ,77.5,3.3,37.94
[2022-11-21 08:58:56.861] ,77.6,3.3,37.94
[2022-11-21 08:58:57.863] ,77.6,3.3,37.94
[2022-11-21 08:58:58.872] ,77.5,3.3,37.94
[2022-11-21 08:58:59.877] ,77.5,3.3,37.94
